question,answers
Which actress wrote the novel The Last of the Really Great Whangdoodles?,"{'answer_start': array([131]), 'text': array(['julie andrews'], dtype=object)}"
Which actress wrote the novel The Last of the Really Great Whangdoodles?,"{'answer_start': array([337]), 'text': array(['julie andrews'], dtype=object)}"
Which Palestinian co-founded al Fatah in 1957?,"{'answer_start': array([925]), 'text': array(['yasser arafat'], dtype=object)}"
Which Palestinian co-founded al Fatah in 1957?,"{'answer_start': array([461]), 'text': array(['yasser arafat'], dtype=object)}"
Truax Field international airport is in which US state?,"{'answer_start': array([355]), 'text': array(['wisconsin'], dtype=object)}"
Truax Field international airport is in which US state?,"{'answer_start': array([70]), 'text': array(['wisconsin'], dtype=object)}"
Truax Field international airport is in which US state?,"{'answer_start': array([581]), 'text': array(['wisconsin'], dtype=object)}"
"In La Cage Aux Folles, what was La Cage Aux Folles?","{'answer_start': array([502]), 'text': array(['nightclub'], dtype=object)}"
"In La Cage Aux Folles, what was La Cage Aux Folles?","{'answer_start': array([622]), 'text': array(['nightclub'], dtype=object)}"
"In La Cage Aux Folles, what was La Cage Aux Folles?","{'answer_start': array([896]), 'text': array(['nightclub'], dtype=object)}"
In what month was the attack on Pearl Harbor?,"{'answer_start': array([317]), 'text': array(['december'], dtype=object)}"
In what month was the attack on Pearl Harbor?,"{'answer_start': array([649]), 'text': array(['december'], dtype=object)}"
Which was the longest moon landing?,"{'answer_start': array([187]), 'text': array(['apollo 17'], dtype=object)}"
"Who wrote My Life and Loves in 1926, originally banned in the US?","{'answer_start': array([128]), 'text': array(['frank harris'], dtype=object)}"
"""Who said, To err is human but it feels divine?""""""","{'answer_start': array([1263]), 'text': array(['mae west'], dtype=object)}"
"Which future Hollywood star got her break as Wonder Girl, Wonder Woman's sister Drusilla?","{'answer_start': array([275]), 'text': array(['debra winger'], dtype=object)}"
"Which future Hollywood star got her break as Wonder Girl, Wonder Woman's sister Drusilla?","{'answer_start': array([1332]), 'text': array(['debra winger'], dtype=object)}"
Who was the first US president Barbara Walters interviewed?,"{'answer_start': array([881]), 'text': array(['nixon'], dtype=object)}"
Who was the first US president Barbara Walters interviewed?,"{'answer_start': array([1187]), 'text': array(['nixon'], dtype=object)}"
Who was the first American to travel faster than the speed of sound?,"{'answer_start': array([520]), 'text': array(['chuck yeager'], dtype=object)}"
Which caped crusader operated in Gotham City?,"{'answer_start': array([24]), 'text': array(['caped crusader'], dtype=object)}"
Which caped crusader operated in Gotham City?,"{'answer_start': array([697]), 'text': array(['caped crusader'], dtype=object)}"
Which caped crusader operated in Gotham City?,"{'answer_start': array([1079]), 'text': array(['caped crusader'], dtype=object)}"
Which orchestral conductor was married to one of the subjects of the film Hillary and Jackie?,"{'answer_start': array([1314]), 'text': array(['daniel barenboim'], dtype=object)}"
The world was first aware of the Chernobyl disaster after detectors were triggered at a nuclear plant in which country?,"{'answer_start': array([582]), 'text': array(['sweden'], dtype=object)}"
What was the name of Michael Jackson's second wife?,"{'answer_start': array([387]), 'text': array(['deborah rowe jackson'], dtype=object)}"
In which city was John Lennon murdered?,"{'answer_start': array([249]), 'text': array(['new york'], dtype=object)}"
In which city was John Lennon murdered?,"{'answer_start': array([1020]), 'text': array(['new york'], dtype=object)}"
In which city was John Lennon murdered?,"{'answer_start': array([262]), 'text': array(['new york'], dtype=object)}"
Which writer and politician became Lord Tweedsmuir?,"{'answer_start': array([593]), 'text': array(['john buchan'], dtype=object)}"
What word for unthinking patriotism is derived from the name of one of Napoleon's admirers?,"{'answer_start': array([463]), 'text': array(['chauvinism'], dtype=object)}"
Who did Dr. Crippen murder?,"{'answer_start': array([1050]), 'text': array(['his wife'], dtype=object)}"
Who did Dr. Crippen murder?,"{'answer_start': array([697]), 'text': array(['his wife'], dtype=object)}"
Who did Dr. Crippen murder?,"{'answer_start': array([1234]), 'text': array(['his wife'], dtype=object)}"
On which label did Chuck Berry record in the 1950s and 1960s?,"{'answer_start': array([1227]), 'text': array(['chess'], dtype=object)}"
Which state on the Gulf of Mexico is nearest the end of the alphabet?,"{'answer_start': array([298]), 'text': array(['texas'], dtype=object)}"
Which state on the Gulf of Mexico is nearest the end of the alphabet?,"{'answer_start': array([1291]), 'text': array(['texas'], dtype=object)}"
Where was the American venue of the Live Aid concert?,"{'answer_start': array([829]), 'text': array(['philadelphia'], dtype=object)}"
South Pacific was set during which war?,"{'answer_start': array([246]), 'text': array(['world war ii'], dtype=object)}"
"What kind of disaster claimed some 100,000 lives in Armenia in 1988?","{'answer_start': array([453]), 'text': array(['earthquake'], dtype=object)}"
"What kind of disaster claimed some 100,000 lives in Armenia in 1988?","{'answer_start': array([1135]), 'text': array(['earthquake'], dtype=object)}"
What was the former name of the British Green Party?,"{'answer_start': array([169]), 'text': array(['ecology party'], dtype=object)}"
What was the former name of the British Green Party?,"{'answer_start': array([1228]), 'text': array(['ecology party'], dtype=object)}"
"In which battle did Harold II, the last Saxon king, lose his life?","{'answer_start': array([327]), 'text': array(['battle of hastings'], dtype=object)}"
"In which battle did Harold II, the last Saxon king, lose his life?","{'answer_start': array([215]), 'text': array(['battle of hastings'], dtype=object)}"
"In which battle did Harold II, the last Saxon king, lose his life?","{'answer_start': array([290]), 'text': array(['battle of hastings'], dtype=object)}"
What name is given to the change of state from liquid to gas?,"{'answer_start': array([717]), 'text': array(['evaporate'], dtype=object)}"
Who first drew Mickey Mouse when ?Disney first supplied the voice?,"{'answer_start': array([929]), 'text': array(['ub iwerks'], dtype=object)}"
Who first drew Mickey Mouse when ?Disney first supplied the voice?,"{'answer_start': array([193]), 'text': array(['ub iwerks'], dtype=object)}"
Who first drew Mickey Mouse when ?Disney first supplied the voice?,"{'answer_start': array([1294]), 'text': array(['ub iwerks'], dtype=object)}"
Which of the founders of United Artists had the last name nearest the beginning of the alphabet?,"{'answer_start': array([161]), 'text': array(['chaplin'], dtype=object)}"
Which of the founders of United Artists had the last name nearest the beginning of the alphabet?,"{'answer_start': array([53]), 'text': array(['chaplin'], dtype=object)}"
Which of the founders of United Artists had the last name nearest the beginning of the alphabet?,"{'answer_start': array([1244]), 'text': array(['chaplin'], dtype=object)}"
What is the green pigment used by plants to trap sunlight?,"{'answer_start': array([765]), 'text': array(['chlorophyll'], dtype=object)}"
What is the green pigment used by plants to trap sunlight?,"{'answer_start': array([161]), 'text': array(['chlorophyll'], dtype=object)}"
What is the green pigment used by plants to trap sunlight?,"{'answer_start': array([120]), 'text': array(['chlorophyll'], dtype=object)}"
Who did Jack Ruby shoot in November 1963?,"{'answer_start': array([440]), 'text': array(['lee harvey oswald'], dtype=object)}"
Who did Jack Ruby shoot in November 1963?,"{'answer_start': array([1226]), 'text': array(['lee harvey oswald'], dtype=object)}"
Who was king of France at the time of the French Revolution?,"{'answer_start': array([314]), 'text': array(['louis xvi'], dtype=object)}"
Who was king of France at the time of the French Revolution?,"{'answer_start': array([99]), 'text': array(['louis xvi'], dtype=object)}"
What is the name of the mountain pass which lies between Pakistan and Afghanistan?,"{'answer_start': array([1233]), 'text': array(['khyber pass'], dtype=object)}"
What is the name of the mountain pass which lies between Pakistan and Afghanistan?,"{'answer_start': array([1002]), 'text': array(['khyber pass'], dtype=object)}"
What is the name of the mountain pass which lies between Pakistan and Afghanistan?,"{'answer_start': array([103]), 'text': array(['khyber pass'], dtype=object)}"
Where in a vertebrate would you find the protein myoglobin?,"{'answer_start': array([101]), 'text': array(['muscle tissue'], dtype=object)}"
Where in a vertebrate would you find the protein myoglobin?,"{'answer_start': array([1022]), 'text': array(['muscle tissue'], dtype=object)}"
Whose birthday is celebrated by a public holiday on the third Monday in January in the USA?,"{'answer_start': array([441]), 'text': array(['martin luther king'], dtype=object)}"
Whose birthday is celebrated by a public holiday on the third Monday in January in the USA?,"{'answer_start': array([717]), 'text': array(['martin luther king'], dtype=object)}"
What is the principal language of Bulgaria?,"{'answer_start': array([1436]), 'text': array(['bulgarian'], dtype=object)}"
What is the principal language of Bulgaria?,"{'answer_start': array([732]), 'text': array(['bulgarian'], dtype=object)}"
What is the principal language of Bulgaria?,"{'answer_start': array([1050]), 'text': array(['bulgarian'], dtype=object)}"
Which Syrian city is said to be the oldest continually inhabited city in the world?,"{'answer_start': array([1348]), 'text': array(['damascus'], dtype=object)}"
Which Syrian city is said to be the oldest continually inhabited city in the world?,"{'answer_start': array([60]), 'text': array(['damascus'], dtype=object)}"
In which Netherlands city does the United Nations International Court of Justice sit?,"{'answer_start': array([1180]), 'text': array(['hague'], dtype=object)}"
In which Netherlands city does the United Nations International Court of Justice sit?,"{'answer_start': array([1087]), 'text': array(['hague'], dtype=object)}"
In which Netherlands city does the United Nations International Court of Justice sit?,"{'answer_start': array([137]), 'text': array(['hague'], dtype=object)}"
What is the force that opposes the relative motion of two bodies that are in contact?,"{'answer_start': array([697]), 'text': array(['kinetic friction'], dtype=object)}"
Who proclaimed the People's Republic of China in 1949?,"{'answer_start': array([946]), 'text': array(['mao zedong'], dtype=object)}"
Who proclaimed the People's Republic of China in 1949?,"{'answer_start': array([289]), 'text': array(['mao zedong'], dtype=object)}"
How many chambers has the heart?,"{'answer_start': array([271]), 'text': array(['four'], dtype=object)}"
How many chambers has the heart?,"{'answer_start': array([175]), 'text': array(['four'], dtype=object)}"
How many chambers has the heart?,"{'answer_start': array([159]), 'text': array(['four'], dtype=object)}"
"Which teeth are the third molars, and are always the last to0 erupt?","{'answer_start': array([51]), 'text': array(['wisdom teeth'], dtype=object)}"
"Which teeth are the third molars, and are always the last to0 erupt?","{'answer_start': array([0]), 'text': array(['wisdom teeth'], dtype=object)}"
"Which teeth are the third molars, and are always the last to0 erupt?","{'answer_start': array([262]), 'text': array(['wisdom teeth'], dtype=object)}"
